artist,song,link,text
Human League,Circus Of Death,/h/human+league/circus+of+death_10143197.html,"Nine o'clock flight from Hawaii  
The trident is just touching down  
We're waiting here on the tarmac  
McGarrett is wearing a frown  
  
He's here to help with a problem  
A blood-spattered curse on our land  
Please cast your eye over this map, sir  
This business is quite out of hand  
  
The circus of death is approaching  
It's pathway is painted in red  
Before it the frightened and helpless  
Behind it a trail of the dead  
  
The narcotic that forges their union  
Is a substance known only to one  
To the clown it is known as dominion  
It's a secret that he'll give to none  
  
The drug which gives the clown power  
Means the circus can never be stopped  
And his dream can go on unhindered  
'Til the last human being has dropped  
  
Spare me and my family  
I've done you no wrong  
Go away, please let us be  
I've known you for too long

"
UB40,Music So Nice,/u/ub40/music+so+nice_20141781.html,"When the dancehall jus' ram, some people call it confinement  
But if you're with your woman or your man, it's pure excitement  
When you see the girls groove, they get right in the mood for loving  
And if the weedman in the place, there's no time for pushing and shoving  
  
You see the DJ on the scene, he knows just what you mean about rubbing  
And when you're feeling alright, he's right out of sight while he's dubbing  
  
Well the dancehall jus' ram, so you see we're dealing with pure niceness  
And the music so loud that to shout above it, you'd be left voiceless  
  
The music so right  
We could have danced all night  
The feeling so nice  
Operator play it twice  
  
They have the reggae and soul and the ital vital dub plate riddims  
They have revival 45, calypso, soca, and all kind'a riddim  
  
You see the busy barman in the dance, he's used to dealing under nuff pressure  
And after you've had your drink, you're gonna need another refresher  
  
Everybody in the dance just grooving, looking laughing and smiling you see  
So if you're feeling irie little darling come and have a dance over by me

"
Primus,Is It Luck?,/p/primus/is+it+luck_20110948.html,"My socks and shoes always match  
Is It Luck?  
There's a foot at the end of each of my legs  
Is It Luck?  
I can play my bass for you  
Is It Luck?  
Some girls like to kiss my face  
Is It Luck? Is It Luck?  
  
There's food inside your mouth today  
Is It Luck?  
The barber cuts your hair just so  
Is It Luck?  
When the taste of sex is on your lips  
Is It Luck? Is It Luck? Well Ler  
  
These songs always sound so fast  
Is It Luck?  
Polyester makes you sweat  
Is It Luck?  
If a graham cracker gets you off  
Is It Luck?  
Love, love,  
Is It Luck? well Herb  
  
She said she wanted my body and not my mind  
so I showed her my dictionary to show the  
words that I know and from not what I examined  
I can be how loquacious when I set my mind down to it  
  
And she wasn't impressed  
  
no no no no no no no  
no no no no no no no  
no no no no no  
  
She wasn't impressed at all.  
She whispered in my ear!  
  
She whispered in my ear  
she said, ""You want to get lucky little boy?""  
  
Oh I smiled  
  
I smiled and I said, ""Is It Luck""

"
Ramones,Scattergun,/r/ramones/scattergun_20113835.html,"Smooth bore, scattergun, you are the only one  
To cover me when I sleep, cover me in my dreams  
Carry a smooth bore  
Scattergun, steal from me there'll be no time to run  
I got the bead on you, she fires true  
Take what you want and I'll do what I have to do  
Smooth bore, scattergun, scattergun, scattergun  
  
Triple-O bucks the only shot for me  
Cut any man right off at the knees  
Don't need to bother the police,  
I've got my Mossberg 590  
  
Smooth bore, scattergun, you are the only one  
To cover me when I sleep,  
Cover me in my dreams carry a smooth bore  
Scattergun, steal from me there'll be no time to run  
I got the bead on you, she fires true  
Take what you want and I'll do what I have to do  
Smooth bore, scattergun, scattergun, scattergun  
  
Smooth bore, scattergun, you are the only one  
To cover me when I sleep,  
Cover me in my dreams carry a smooth bore  
Scattergun, scattergun, scattergun

"
Status Quo,All Stand Up,/s/status+quo/all+stand+up_20238714.html,"All stand up, let me hear you say never say never  
All hands up, are you ready for the weekend are you ever  
All stand up, let me hear you say never say never  
All hands up, let me hear you say we're gonna get together  
  
Working all week till Friday  
Wish I could do it my way  
Until when I'm living it up  
I ain't giving it up  
Making the best of my lot  
One of these days when I stop  
And I'm gonna be living it up  
I won't be giving it up  
Telling you now it's my day  
Oh I'm gonna do it my way  
  
All stand up, let me hear you say never say never  
All hands up, are you ready for the weekend are you ever  
All stand up, let me hear you say never say never  
All hands up, let me hear you say we're gonna get together  
  
The job it just drives me crazy  
Guess I'm a little lazy  
I don't care 'cause what do they know  
They'll be there when I go  
Every day feel like screaming  
Nothing gonna stop me dreaming  
And there's one thing sure that I know  
I can't wait for the whistle to blow  
Telling you now it's Friday  
I'm gonna do it my way  
  
All stand up, let me hear you say never say never  
  
All stand up, let me hear you say never say never  
All hands up, are you ready for the weekend are you ever  
All stand up, let me hear you say never say never  
All hands up, let me hear you say we're gonna get together  
  
Living and loving and learning  
Gotta keep the whole world turning  
So come on let's give it a try  
No use in wondering why  
Running away and hiding  
Taking our time and finding  
If we stop then it's all gonna go  
Don't wait for the whistle to blow  
Everyday feel like screaming  
Nothing gonna stop me dreaming  
  
All stand up, let me hear you say never say never  
All hands up, are you ready for the weekend are you ever  
All stand up, let me hear you say never say never  
All hands up, let me hear you say we're gonna get together  
  
All hands up, let me hear you say never say never  
All hands up, let me hear you say never say never  
All hands up, let me hear you say never say never say never say

"
Bruno Mars,Who Is,/b/bruno+mars/who+is_20889300.html,"Oh I was perfect  
For the circus  
If she dared me I'd do it  
Love makes you stupid  
I gave it up  
But I guess it was not enough  
'Cause she never seemed satisfied  
  
Oooh I know I'm not perfect  
But at the end of the day  
Who is? Oooh  
She wanted someone that's perfect  
Okay  
But can you tell me who is?  
  
Oooh Ooh Oooh  
Oooh Ooh Oooh  
  
She set the bar  
Just above the stars  
A rocket couldn't reach it  
But I still kept on reachin'  
She watched me try  
At least a thousand time  
If she loved me she'd stop me but no  
  
Oooh I know I'm not perfect  
But at the end of the day  
Who is? Oooh  
She wanted someone that's perfect  
Okay  
But can you tell me who is?  
  
I saw something worth my future  
So wrong, so wrong  
In my mind I was all it took  
But I guess I wasn't wrong  
  
Oooh I know I'm not perfect  
But at the end of the day  
Who is?  
She wanted someone that's perfect  
Okay  
But can you tell me who is?  
  
Oooh Ooh Oooh  
Oooh Ooh Oooh

"
Dolly Parton,Behind Closed Doors,/d/dolly+parton/behind+closed+doors_20041768.html,"My baby makes me proud  
Lord, don't he make me proud  
He never makes a scene  
Hangin' all over me in a crowd  
'Cause people like to talk  
Lord, don't they love to talk  
But when they turn out the lights  
I know he'll be leavin' with me  
  
And when we get behind closed doors  
Then we let out hair hang down  
Then he makes me glad that he's my man  
And no one knows what goes on behind closed doors  
  
My baby makes me smile  
Lord, don't he make me smile  
I'm never far away  
Or too tired to say I want to  
I'm purring like a kitten  
When he's out in public with me  
But when they turn out the lights  
He brings out the tiger in me  
  
And when we get behind closed doors  
Then we let out hair hang down  
Then he makes me glad that he's my man  
And no one knows what goes on behind closed doors  
  
Behind closed doors

"
Cheap Trick,Hard To Tell,/c/cheap+trick/hard+to+tell_20029444.html,"I've had enough, I'm tired of waiting  
The time has come to pass  
Why do you do what you do to me  
Why can't you say what you want to say  
  
Is it not worth investigating  
I thought (i'd been harassed)  
Why do you go if you want to stay  
How will I know what you mean to say  
Undoubtedly I'm all over you  
  
[Chorus]  
It's not that easy baby  
It's not that hard to tell  
It's not that easy baby  
Life is hell but I'm doing fine.  
It's hard to tell  
  
I'm not good at contemplating  
The odds are it won't last  
Why do you do what you do to me  
When will I hear what I want to hear  
  
Been so long anticipating  
You put me to the test  
Why won't you say what you want to say  
How will I know if you mean to stay  
Undeniably I'm all over you  
  
[Chorus]  
  
We'll now preside to file  
  
[Chorus: x2]  
  
It's hard to tell  
I do it well  
It's hard to tell  
Hard to tell

"
Ace Of Base,Living In Danger,/a/ace+of+base/living+in+danger_20003615.html,"Live for yourself, it's a wonderful thing  
You can do what you want, you can live in a dream  
Get up, get in, get the rhythm, get down  
  
You're living your life in peace and in harmony  
You making your own decisions  
That's how it's got to be for you and me  
So many people are running around and 'round  
Without no sense of logic  
  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
  
Live for yourself it's a wonderful thing  
You can do what you want  
You can live in a dream  
Get up, get in, get the rhythm,get down  
  
Keep moving your feet  
Don't go wasting your time  
Everybody's moving, yeah they're getting in line  
Get up, get in, get the rhythm, get down  
  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
  
People are the same today as they used to be  
The same expectations  
So high no one can reach that high  
Not I nor you get satisfied today  
We'll never get enough  
  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
  
People are the same today as they used to be  
We'll never get enough  
  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
Whoa  
You'll be living in danger  
I see li-es  
In the eyes of a stranger  
  
Look into the eyes of a stranger  
Oh so much danger, oh so much danger  
Look into the eyes of a stranger  
Oh so much danger, oh so much danger  
Look into the eyes of a stranger,  
In the eyes of a stranger,  
You'll be living, in danger

"
Pet Shop Boys,This Used To Be The Future,/p/pet+shop+boys/this+used+to+be+the+future_20786776.html,"I can remember when this was the future  
Where it was gonna be at back then  
Why don't we turn the whole bloody lot down  
And make a new start all over again?  
  
I can recall Utopian thinking  
Bold mission statements and tightening of belts  
Demolition of familiar landmarks  
Promises made and deals that were dealt  
  
This used to be the future  
Where it was at back then  
Let's turn the whole bloody lot down  
And start all over again  
  
But that future was exciting  
Science fiction made fact  
Now all we have to look forward to  
Is a sort of suicide pact  
  
Was it the dear old future  
That created the problems we face?  
How do we deal with the fallout  
Of the age we used to call space?  
  
I can remember planning for leisure  
Living in peace and freedom from fear  
Science that promised to make us a new world  
Religion and prejudice disappear  
  
I can remember when this was the future  
Where it was gonna be at back then  
Now religion and nuclear energy have united  
To threaten, oh God! Amen  
  
This used to be the future  
Where it was at back then  
Now religion and nuclear energy have united  
Oh God! Amen  
  
Was it the dear old future  
That created the problems we face?  
How do we deal with the fallout  
Of the age we used to call space?  
  
This used to be the future  
Where it was at back then  
Let's turn the whole bloody lot down  
And start all over again  
  
Amen

"
Rush,The Weapon,/r/rush/the+weapon_20346223.html,"We've got nothing to fear...but fear itself?  
Not pain, not failure, not fatal tragedy?  
Not the faulty units in this mad machinery?  
Not the broken contacts in emotional chemistry?  
With an iron fist in a velvet glove  
We are sheltered under the gun  
In the glory game on the power train  
Thy kingdom's will be done  
And the things that we fear are a weapon to be held against us  
He's not afraid of your judgment  
He knows of horrors worse than your Hell  
He's a little bit afraid of dying  
But he's a lot more afraid of your lying  
And the things that he fears are a weapon to be held against him  
Can any part of life be larger than life?  
Even love must be limited by time  
And those who push us down that they might climb  
Is any killer worth more than his crime?  
Like a steely blade in a silken sheath  
We don't see what they're made of  
They shout about love, but when push comes to shove  
They live for the things they're afraid of  
And the knowledge that they fear is a weapon to be used against them

"
Steely Dan,A Little With Sugar,/s/steely+dan/a+little+with+sugar_20246913.html,"I remember Christmas morning  
Back in 1954  
When we moved up to Mount Savage  
As if it mattered anymore  
Mama always said  
How the air can clear her head  
  
We were colder and much higher  
Than we ever were before  
I recall her tailored jersey  
And the flowers that she wore  
Years ago I tried to tell her  
What was in my heart  
But she was part of the city  
  
[Chorus]  
She took a little with sugar  
She took the money from my old man  
She took a little with sugar  
She took the money from my old man  
  
All the years that she was with us  
You could count them on one hand  
I was taken with her showboat style  
But too young to understand  
She was all alone  
Ahead of her time  
She was first generation  
  
[Chorus]

"
John Denver,Calypso,/j/john+denver/calypso_20073323.html,"To sail on a dream on a crystal clear ocean,  
To ride on the crest of a wild raging storm  
To work in the service of life and living,  
In search of the answers of questions unknown  
To be part of the movement and part of the growing,  
Part of beginning to understand,  
  
Aye Calypso the places you've been to,  
The things that you've shown us,  
The stories you tell  
Aye Calypso, I sing to your spirit,  
The men who have served you so long and so well  
  
Hi dee ay-ee ooo doo-dle oh  
Oo do do do do do doo-dle ay yee  
Doo-dle ay ee  
  
Like the dolphin who guides you, you bring us beside you  
To light up the darkness and show us the way  
For though we are strangers in your silent world  
To live on the land we must learn from the sea  
To be true as the tide and free as a wind swell  
Joyful and loving in letting it be  
  
Aye Calypso the places you've been to,  
The things that you've shown us,  
The stories you tell  
Aye Calypso, I sing to your spirit,  
The men who have served you so long and so well  
  
Hi dee ay-ee ooo doo-dle oh  
Oo do do do do do doo-dle ay yee  
Doo-dle ay ee  
  
He dee Ay-ee  
Hi dee oh ooo  
Hi dee ayee  
Hi dee oh ooo

"
Keith Green,Go To The Hungry Ones,/k/keith+green/go+to+the+hungry+ones_20077367.html,"Go to the hungry ones and fill them with his bread,  
They'll leave their darkness as you shine the light he shed,  
Point to his promises, believe in what he said,  
And his joy will be manifest in you,  
And the lost will be found as he works through you.  
Out on the highways, theres so many passing by,  
Step out in boldness and watch the family multiply,  
Pray up some miracles, lets open up the sky,  
And his joy will be manifest to you,  
And the lost will be found by the things you do.  
Oh dont you know that jesus loves you,  
So lets go and spread his word,  
Redeem the time while theres still time,  
Lets share the call we heard, lets share the call we heard.  
Is your house open to let strangers enter there,  
Give to the least of them, show them someone cares,  
And you may be entertaining angels unaware,  
And his joy may be manifest to you,  
And the lost may be found as he works through you,  
And his joy will be manifest in you,  
And the lost, theyll be found by the things you do.

"
The Monkees,Don't Wait For Me,/m/monkees/dont+wait+for+me_20095373.html,"Don't wait for me...I'll be a long time comin'  
Unless by then, you have told me something  
To show how much you care  
I've done much more than as a man I should have  
  
Why did you... not do all you could have... to show  
How much you care?  
  
Over and again I've wondered was I wrong  
Kept thinkin' that I maybe shoulda come along  
But there comes a time in every man's life  
When he must be strong  
  
And my time's come  
And if you're gone  
Then I guess I'll cry and hold to memories  
Of ""what might have beens""  
  
[Repeat: x2]  
And when I finally leave  
That will show how much I cared

"
Dave Matthews Band,Smooth Rider,/d/dave+matthews+band/smooth+rider_10080599.html,"Last night no way  
I was gonna be left hungry  
Then your daddy caught me sneaking out your bed  
It's just a game I play  
Its just a roll that way  
These things sweet baby,  
Are messing with your head  
  
I'm a smooth rider baby  
You know I just keep moving on  
Don't know why I like to carry on  
The way i do  
It's just that I'm in love with you  
  
If you see me out there runnin'  
And you hear the sheriffs comin'  
Your daddy's crazy with that gun in his hand  
If you know they're comin' for me  
And you know they're runnin' for me  
You my love won't let them keep me away  
  
I'm a smooth rider baby  
You know I just keep movin' on  
Don't know why I like to carry on  
The way I do  
It's just that I'm in love with you  
  
If you see me out there runnin'  
And you hear the sheriffs comin'  
Your daddy's crazy with that gun in his hand  
If you know they're comin' for me  
And you know they're runnin' for me  
You my love won't let them keep me away  
  
I'm a smooth rider baby

"
Waterboys,The Return Of Jimi Hendrix,/w/waterboys/the+return+of+jimi+hendrix_20145278.html,"I dreamed about Jimi Hendrix  
He came back for one day  
Was born weepin' out of an egg  
The mid-wife said  
And straight away began to pray  
With lifted head  
  
He spent the early hours  
Communing with the morning stars  
And then he came over to my house  
Where he tried out my guitar  
  
He was young and black and beautiful  
Big eyed, perfect skin an'  
He played my guitar like a lightning storm  
Like twirlin' feathers in the wind  
He could make it sound like the end of the world  
A fire, the flick of a knife  
He could squeeze it slow and masterful  
Like the hand that brought the world to life  
  
Together we strolled in sculptured gardens  
Passed the sleepy afternoon  
Maids were dartin' back and forth  
From a window came a violin tune  
Angels, dressed as nurses toyed with playin' cards  
Looters sprung from prisons filled the yard  
  
A yellow sun hung low and dawned,  
And as it dipped  
Jimi stood up straight, grinned  
And shook his velvet hips  
  
Callin' himself King Electric  
In the evening he went wild  
Played on a dozen stages  
In the clubs of New York -  
Lit the city end to end  
Wired it up, fired it up  
Scarved, bejewelled, long-legged, snake-limbed  
Athletic, driven, dangerous  
  
He made all Manhattan shake  
And every street and sidewalk quake  
His stratocaster caused the mighty Empire State  
To vibrate  
His whammy bar caused shock-eyed punks from  
Hackensack and Yonkers  
Raised on speed, metal and rap  
To enter trance and levitate  
  
He played Purple Haze and Pyramid,  
Voodoo Child and Sin-E,  
Up From the Skies and Storm Free  
In King Tut's Wah-Wah hut  
  
He did a forty-two minute  
Cosmic rise I

"
Kid Rock,Run Off To La,/k/kid+rock/run+off+to+la_10157394.html,"This here ain't no love song  
And it ain't for you  
It's for the folks that relate to  
What I've been going through  
  
It's for the 40 hour overtime  
Workin' man  
And too the good women out there  
I know you'll understand  
  
Why don't you run off to L.A.  
And lose your mind  
And get some energy docter to tell  
You everything is fine  
  
We can still be friends like you talk about  
But first give me back them pearls  
And the keys to my fuckin house  
Get out  
  
They say all wee need is just a little patience  
But what do you do when your woman  
Is too high maintenance yea  
I'm hatin to admit it  
Even if its your wife  
Tell her pack your shit  
And take the first train out of my life  
  
It's a classic line baby  
I just want to be friends  
But baby my friends don't haver the keys to my mercedes benz, no  
I think I know what you mean  
  
You want to talk and such  
Tell me all your problems  
But we don't fuck  
Ain't that right  
  
I had plenty of friends before I met you  
I don't need no more  
So now I thinks its time you started headin out for that doorand even tho I
feel real bad tonight  
Please pack your shit  
And take the first train out of my life  
  
They say all we need is juat a little patience  
Yea  
But what do you do when your woman is too high maintenance  
I know  
I'm hatin to admit it even if its your wife  
Tell her to pack your bags  
And take the first train out of my life  
  
Why don't you run off to L.A.  
And lose your mind  
You've got 15 minutes and  
I think your wasting time yea  
  
It's easy to see when you've lost your mind  
But here ill be when you decide to come back blind  
You were a midwest girl who says  
She liked to drink beer and hang  
  
And now your walkin red carpets talkin new york hip hop slang  
And even though I might break down  
And cry tonight  
Please pack your shit  
And take the first train out of my life oh yea yea  
  
Why don't you run off to L.A.

"
Michael Bolton,Fallin',/m/michael+bolton/fallin_20092321.html,"Angels heard me callin'  
Saw the mountains crumble  
Fell in love with the wind  
And all the time I spent  
Dreamin' of you  
And all the love we made  
But I never knew I found you  
  
[Chorus]  
I can feel love fallin', fallin'  
I can see it comin', hey  
'Cause heaven sent you down to me  
Heaven sent you down  
  
Oceans re conforming  
To pave the way before me  
Revealing your flawless aura  
I saw your wings unveil, inviting to me  
A world of love  
But I wasn't even looking for ya baby  
  
[Chorus]  
  
You became rain in the air  
When you appeared to me  
Like a love mystery, feels so real to me  
'Cause you came from heaven  
Sent down straight to me  
And there's not another that ya can love  
Oh I can feel it fallin'  
  
CHORUS

"
Gordon Lightfoot,Heaven Don't Deserve Me,/g/gordon+lightfoot/heaven+dont+deserve+me_20061700.html,"I'm not afraid that when I'm dying  
There'll be no one to hold my hand  
If there's a God up there he loves me  
As much as my old women can  
  
I don't intend to be a martyr  
I don't give a damn what people say  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
I've tasted life both good and evil  
At times I was cruel and did not pay  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
I don't know what it was I came for  
But I've enjoyed it up 'till until now  
If there's a friend who ever needs me  
I'll do my best to help somehow  
  
I don't intend to keep no secrets  
I don't give a damn what people say  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
I know and I'll admit my failures  
I don't give a damn what people say  
And if I never get to heaven  
Heaven don't deserve me anyway  
  
And if I never get to heaven  
Heaven don't deserve me anyway

"
Annie,Anthonio,/a/annie/anthonio_21097021.html,"Oh Anthonio,  
It's been nearly one year since  
Our Rio  
Nights of forever  
Pictures of you and me  
Dancing and memories  
  
Through the masquerade  
You led me by the hand  
Whispered the words  
""This Is Forever""  
Said from the silver tongue  
Thats where it started from  
  
Oh Anthonio,  
My Anthonio,  
Was I ever more than just a face in the crowd?  
Did you even know my name?  
Did you ever really care?  
  
Oh Anthonio,  
My Anthonio,  
Do you ever wonder why,  
Or where I am now?  
Do you ever feel ashamed?  
Do you even feel a thing?  
  
Oh  
  
There I was under stars  
Hearts made in the sand  
Lying from the boy  
From Ipanema  
Tide comes rushing in  
Time and time again  
  
Now that summer has gone  
Where did you run?  
All my letters are  
Returned to sender  
For eternity  
You're a part of me  
  
Oh Anthonio,  
My Anthonio,  
Was I ever more than just a face in the crowd?  
Did you even know my name?  
Did you ever really care?  
  
Oh Anthonio,  
My Anthonio,  
Do you ever wonder why,  
Or where I am now?  
Do you ever feel ashamed?  
Do you even feel a thing?  
  
Oh  
  
Oh Anthonio,  
My Anthonio,  
You got everything you ever wanted from me,  
I was just another girl  
It was just another night  
  
Oh Anthonio,  
My Anthonio,  
There is only one thing,  
That I'm trying to say  
It may come as a suprise  
My baby has your eyes.

"
Ramones,California Sun,/r/ramones/california+sun_20113841.html,"Well I'm going out west where I belong  
Where the days are short and the nights are long  
  
And I'll walk a little walk I'll twist a little twist  
I'll shimmy a little shimmy I'll fly a little fly  
Yea we're out there having fun in the warm California sun  
  
Well, I'm going out west out on the coast  
Where the California girls are really the most  
  
Where they walk and I'll walk They fish and I'll fish  
They sin and I'll sin They fly and I'll fly  
Where they're out there having fun in the warm California sun  
  
Well, the girls are frisky in old 'Frisco  
A pretty little chick wherever you go  
  
And they walk and I'll walk They fish and I'll fish  
They sin and I'll sin They fly and I'll fly  
Where they're out there having fun in the warm California sun  
  
We're out there having fun, yeah, in the warm California sun

"
Louis Armstrong,Cool Yule,/l/louis+armstrong/cool+yule_20810688.html,"From Coney Island to The Sunset Strip  
Somebody's gonna make a happy trip  
Tonight, while the moon is bright  
  
He's gonna have a bag of crazy toys  
To give the Groanies of the boys and girls  
So dig, Santa comes on big  
  
He'll come a-callin' when the snow's the most  
When all you cats are sleepin' warm as toast  
And you gonna flip when old Saint Nick  
Takes a lick on the peppermint stick  
  
He'll come a-flyin' from a higher place  
And fill the stocking by the fire place  
So you'll have a yule that's cool  
  
Yeah, from Coney Island to The Sunset Strip  
Somebody's gonna make a happy trip  
Tonight, while the moon is bright  
  
He's gonna have a bag of crazy toys  
To give the Groanies of the boys and girls  
So dig, Santa comes on big  
  
He'll come a-callin' when the snow's the most  
When all you cats are sleepin' warm as toast  
And you gonna flip when the old Saint Nick  
Takes a lick on the peppermint stick  
  
He'll come a-flyin' from a higher place  
And fill the stocking by the fire place  
So you'll have a yule that's cool  
  
Have a yule that's cool  
Yeah, cool yule

"
Coldplay,Don't Panic,/c/coldplay/dont+panic_20032637.html,"Bones sinking like stones  
All that we've fought for  
Homes, places we've grown  
All of us are done for  
  
We live in a beautiful world  
Yeah we do  
Yeah we do  
We live in a beautiful world  
  
Bones sinking like stones  
All that we've fought for  
Homes, places we've grown  
All of us are done for  
  
We live in a beautiful world  
Yeah we do  
Yeah we do  
We live in a beautiful world  
  
We live in a beautiful world  
Yeah we do  
Yeah we do  
We live in a beautiful world  
  
Oh all that I know  
There's nothing here to run from  
Cause here  
Everybody here's got somebody to lean on

"
Notorious B.I.G.,Get Money,/n/notorious+big/get+money+feat+junior+mafia_20209701.html,"Fuck bitches, get money, fuck niggas, get money  
Fuck bitches, get money, fuck niggas, get money  
Fuck bitches, get money, fuck niggas, get money  
  
You want to sip Mo' on my living room flo'  
Play Nintendo with Cease-a-Leo  
Pick up my phone say, ""Poppa not home""  
Sex all night, mad head in the morn'  
Spin my V, smoke all my weed  
Tattoo on titty sayin' B-I-G, now check it  
You want to be my main squeeze, baby  
Don't cha, you want to gimme what I need, baby  
Won't cha, picture life as my wife, just think  
Full length mink, fat X and O links  
Bracelets to match, conversation was all that  
Showed you the safe combinations and all that  
Guess you could say you's the one I trusted  
Who would ever think that you would spread like mustard?  
Shit got hot, you sent Feds to my spot  
Took me to court, tried to take all I got  
'Nother intricate plot, the bitch said I raped her  
""Damn, why she want to stick me for my paper?""  
My Mo-sci-no ho, my Ver-sa-ce hottie  
Come to find out, you was fuckin' everybody  
You knew about me, the fake ID  
Cases in Virginia, body in D.C.  
Woe, oh is me, that's what I get for trickin'  
Pay my own bail, commence to ass kickin'  
Kick in the door, wavin' the four-four  
All you heard was, ""Poppa, don't hit me no more""  
Disrespect my clique, my shit's imperial  
Fuck around and made her milk box material  
You feel me? Suckin' dick, runnin' your lips  
'Cause of you, I'm on some real fuck a bitch shit, uh  
  
Fuck bitches, get money  
Fuck niggas, get money  
Fuck bitches, get money  
Fuck niggas, get money  
Fuck bitches, get money  
Fuck niggas, get money  
Fuck bitches, get money  
Fuck niggas, get money  
  
niggas betta grab a seat  
Grab on your dick as this bitch gets deep  
Deeper than the pussy of a bitch six feet  
Stiff dicks feel sweet in this little petite  
Young bitch from the street, guaranteed to stay down  
Used to bring work outta town on Greyhound  
Now I'm Billboard now, niggas press to hit it  
Play me like a chicken, thinkin' I'm pressed to get it  
Rather do the killin' than the stick up jooks  
Rather count a million while you eat my pussy  
Push me to the limit, get my feelings in it  
Get me open while I'm cummin' down your throat  
Then, you want to be my main squeeze, nigga  
Don't cha, you want to lick between my knees, nigga  
Don't cha want to see me whippin' your three down the Ave.  
Blow up spots on bitches because I'm mad  
Break up affairs, lick shots in the air  
You get vexed, and start swingin' everywhere  
Me shifty? Now you want to pistol whip me  
Pull out your nine while I cock on mine  
Yeah, what, nigga? I ain't got time for this  
So what, nigga? I'm not tryin' to hear that shit  
Now you want to buy me diamonds and Armani suits  
Adia Vinadini and Chanel lime boots  
Things that make up for all the games and the lies  
Hallmark cards sayin', ""I apologize""  
Is you wit' me? How could you ever deceive me  
But payback's a bitch, motherfucker, believe me  
Naw, I ain't gay, this ain't no lesbo flow  
Just a lil' somethin' to let you motherfuckers know  
  
Fuck bitches, get money, fuck niggas, get money

"
Incognito,Still A Friend Of Mine,/i/incognito/still+a+friend+of+mine_20067134.html,"You know as true as trees are tall  
And autumn leaves do fall  
Oh, it sometimes rains in paradise  
And even the warmest heart can turn to ice  
  
I know it happend to us all  
Every kind of people fall  
And after all the tears are gone  
Do we have the heart to carry on  
  
  
Chorus:  
Here and now, still somehow  
Still a friend of mine, oh you're still a friend of mine  
Still a friend of mine, you're still a friend of mine  
Still a friend of mine, oh you're still a friend of mine  
Oh  
  
To think of all the times I hurt you  
And never thought it through  
Oh, I treated you so badly baby  
Could such a cruel heart ever be free  
  
I know it happens to us all  
Every kind of people fall  
Oh, and after all is said and done  
Do we have the heart to carry on  
  
Chorus  
  
I know as long as I've got you  
And we do the things we do  
The next time baby  
That our love breaks down  
I'll do the best that I can  
To turn it around  
  
Chorus  
  
Time and time and time again  
I'm gonna be right here for you baby  
Seasons come and seasons go  
Gonna be right here for you  
  
Repeat x 3 (Fade)

"
